Clientes: 10
Máquinas: 3
Tiempos de procesamiento: 
48	47	59	26	6	12	35	93	35	46	28	
Tiempos de preparación: 
0	51	29	74	33	74	117	71	19	54	16	
60	0	6	115	14	41	25	103	74	41	64	
68	20	0	118	51	43	64	86	113	93	39	
97	83	53	0	20	16	122	79	83	53	43	
108	38	107	93	0	21	109	101	34	112	59	
90	104	24	61	19	0	113	71	109	96	117	
43	49	119	121	44	17	0	63	102	73	115	
45	99	43	60	26	14	3	0	85	68	32	
96	94	73	96	102	15	40	105	0	94	93	
120	107	120	74	34	42	112	36	9	0	4	
10	66	67	96	81	7	19	45	111	48	0	
