Clientes: 12
Máquinas: 4
Tiempos de procesamiento: 
11	70	12	6	97	71	18	34	66	89	46	15	73	
Tiempos de preparación: 
0	10	88	76	59	109	9	89	13	8	92	53	30	
49	0	79	106	61	5	6	55	13	97	100	69	21	
111	4	0	6	78	31	50	74	89	52	101	41	95	
94	45	70	0	27	85	124	40	84	59	81	77	45	
84	42	112	80	0	83	62	57	63	73	47	109	44	
73	61	4	113	106	0	19	29	89	123	16	72	45	
102	31	10	51	37	68	0	109	56	80	63	65	66	
51	72	124	14	93	18	121	0	65	106	32	122	55	
88	116	84	123	124	48	42	52	0	12	124	23	39	
7	12	67	59	38	85	17	28	83	0	103	49	17	
35	66	34	4	40	39	4	58	71	87	0	87	81	
68	8	93	78	9	77	15	35	84	9	46	0	31	
66	32	34	96	102	52	93	35	11	33	16	49	0	
