Clientes: 10
Máquinas: 3
Tiempos de procesamiento: 
48	75	78	97	59	28	29	72	62	25	46	
Tiempos de preparación: 
0	51	29	74	33	74	117	71	19	54	16	
60	0	64	95	64	4	117	17	67	110	33	
68	26	0	116	74	46	100	55	91	19	4	
97	58	8	0	18	4	13	8	35	85	34	
108	72	107	119	0	102	79	98	88	1	8	
90	56	11	110	69	0	14	106	50	29	63	
43	31	19	107	123	34	0	31	36	67	62	
45	98	92	43	92	75	12	0	117	25	64	
96	27	114	123	40	119	102	12	0	123	58	
120	92	13	121	113	79	56	77	83	0	57	
10	110	123	82	78	39	79	52	48	53	0	
