Clientes: 12
Máquinas: 2
Tiempos de procesamiento: 
11	53	50	87	13	75	99	79	88	14	35	33	59	
Tiempos de preparación: 
0	6	41	46	28	9	17	8	20	31	3	45	25	
9	0	9	2	32	36	11	30	3	36	47	4	41	
13	34	0	12	22	24	32	49	2	28	35	27	1	
18	30	5	0	16	41	46	8	9	21	18	6	4	
44	39	42	25	0	44	39	32	3	8	29	21	43	
29	20	9	32	44	0	17	31	47	19	42	6	12	
4	19	35	2	48	40	0	28	26	44	25	17	12	
44	42	12	12	16	34	41	0	13	47	20	30	17	
48	28	46	46	47	1	11	29	0	40	8	33	3	
28	38	25	41	17	8	5	3	28	0	6	29	33	
38	21	41	16	22	34	28	40	43	34	0	43	2	
18	15	7	25	7	43	13	44	40	1	3	0	2	
27	16	40	33	21	44	23	33	9	48	39	45	0	
