Clientes: 10
Máquinas: 4
Tiempos de procesamiento: 
11	27	60	84	96	74	19	41	73	16	37	
Tiempos de preparación: 
0	10	88	76	59	109	9	89	13	8	92	
53	0	112	97	90	18	36	29	98	66	18	
30	96	0	47	83	69	33	67	22	41	92	
49	52	36	0	103	111	66	105	62	110	115	
111	116	51	11	0	93	22	29	53	92	15	
94	78	28	92	40	0	115	123	30	111	62	
84	55	64	92	46	67	0	115	100	91	79	
73	44	112	82	100	110	3	0	3	118	41	
102	25	50	47	121	49	82	105	0	92	100	
51	28	36	105	84	58	93	32	78	0	76	
88	25	105	96	6	34	117	50	8	15	0	
