Clientes: 10
Máquinas: 5
Tiempos de procesamiento: 
11	25	95	76	77	35	54	16	95	40	86	
Tiempos de preparación: 
0	88	76	59	109	9	89	13	8	92	53	
30	0	81	119	56	49	123	95	54	82	121	
49	66	0	48	13	57	52	75	74	116	102	
111	71	70	0	44	21	27	60	43	73	102	
94	98	91	21	0	92	59	62	76	12	112	
84	87	52	13	60	0	117	116	93	38	45	
73	108	110	109	26	24	0	12	57	82	56	
102	94	101	29	117	31	27	0	3	33	28	
51	11	85	20	40	85	96	98	0	97	66	
88	3	85	113	86	53	19	30	1	0	57	
7	100	111	102	87	61	59	121	79	109	0	
