Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	64	9	62	63	74	46	64	22	20	99	34	91	
Tiempos de preparación: 
0	20	16	45	1	8	13	43	28	37	53	39	95	
94	0	55	27	16	75	12	58	63	91	18	33	49	
19	17	0	8	5	72	23	95	61	85	68	31	98	
34	97	88	0	83	68	77	53	60	97	54	74	97	
43	42	81	75	0	65	43	19	69	74	89	24	90	
73	93	3	75	73	0	94	95	66	93	93	80	37	
62	3	54	27	39	11	0	69	77	46	18	48	97	
18	59	91	57	3	63	39	0	1	87	37	17	46	
1	54	31	85	19	19	50	3	0	23	42	21	6	
16	75	92	15	22	45	77	67	27	0	34	70	23	
46	21	56	17	70	99	91	25	71	48	0	19	53	
26	89	60	60	42	69	92	89	77	21	85	0	81	
88	72	24	16	19	86	43	65	66	51	13	10	0	
