Clientes: 12
Máquinas: 4
Tiempos de procesamiento: 
11	55	65	84	42	28	27	39	61	18	100	29	65	
Tiempos de preparación: 
0	46	28	9	17	8	20	31	3	45	25	9	13	
18	0	17	6	47	13	9	38	41	13	32	8	39	
44	41	0	40	42	47	22	16	28	3	8	35	43	
29	48	15	0	23	36	8	45	38	22	33	16	45	
4	42	19	3	0	33	19	13	26	10	41	44	41	
44	13	28	35	5	0	38	31	26	29	7	11	27	
48	6	30	4	21	41	0	39	49	35	16	6	24	
28	17	16	38	18	3	49	0	17	29	49	5	18	
38	38	38	39	22	11	49	37	0	25	13	28	39	
18	30	22	38	29	3	33	32	24	0	7	17	11	
27	3	16	18	29	42	46	11	6	2	0	43	31	
3	45	26	14	27	24	14	41	24	27	3	0	42	
46	16	33	45	13	10	5	4	11	5	12	2	0	
