Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	13	98	18	55	95	55	56	43	52	76	13	51	
Tiempos de preparación: 
0	41	46	28	9	17	8	20	31	3	45	25	9	
13	0	28	16	20	33	39	5	40	28	44	7	11	
18	24	0	33	31	34	9	22	23	26	42	15	16	
44	46	26	0	22	8	42	13	3	48	22	12	28	
29	43	24	23	0	7	27	25	43	7	34	14	2	
4	26	14	17	31	0	26	13	19	35	14	21	28	
44	49	44	22	34	48	0	15	15	8	30	10	29	
48	13	33	10	16	30	9	0	33	22	17	30	29	
28	8	29	18	18	22	18	15	0	31	37	32	38	
38	11	33	35	37	2	39	27	3	0	19	21	13	
18	16	9	37	27	47	38	15	38	27	0	32	22	
27	18	31	49	37	5	9	4	17	4	37	0	33	
3	16	7	12	15	5	41	45	43	23	36	49	0	
