Clientes: 10
Máquinas: 2
Tiempos de procesamiento: 
48	74	14	86	36	19	63	56	35	13	47	
Tiempos de preparación: 
0	13	51	29	74	33	74	117	71	19	54	
16	0	24	107	18	108	121	30	67	47	45	
60	15	0	66	28	65	91	82	99	101	41	
68	78	60	0	45	69	6	24	41	81	58	
97	108	84	92	0	74	89	114	78	60	44	
108	38	119	122	28	0	33	74	91	108	19	
90	65	72	109	71	91	0	123	89	111	111	
43	22	91	82	78	77	116	0	1	104	65	
45	56	49	50	31	95	12	7	0	85	5	
96	52	53	37	26	64	53	22	82	0	28	
120	71	38	74	48	101	120	62	64	7	0	
