Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	67	31	95	20	2	61	49	95	79	26	4	85	
Tiempos de preparación: 
0	20	16	45	1	8	13	43	28	37	53	39	95	
94	0	24	41	43	20	60	16	62	70	7	56	71	
19	41	0	95	35	18	14	57	98	10	38	30	50	
34	4	92	0	97	59	48	27	58	16	68	82	53	
43	93	54	88	0	9	81	10	83	71	80	59	11	
73	46	8	28	85	0	57	32	32	34	3	32	60	
62	45	54	67	23	2	0	45	89	95	64	42	37	
18	99	25	71	94	75	78	0	80	7	60	44	33	
1	77	68	54	70	95	27	1	0	97	73	33	81	
16	60	72	21	15	39	72	59	87	0	69	3	21	
46	73	55	25	89	41	51	64	99	16	0	21	3	
26	23	79	91	3	44	32	75	11	98	27	0	26	
88	57	54	67	32	67	65	28	94	35	30	29	0	
