Clientes: 10
Máquinas: 2
Tiempos de procesamiento: 
48	65	32	99	94	5	89	87	82	39	71	
Tiempos de preparación: 
0	13	51	29	74	33	74	117	71	19	54	
16	0	6	101	15	117	51	74	40	17	8	
60	9	0	52	53	38	104	49	30	69	100	
68	109	8	0	43	66	105	58	41	52	76	
97	3	103	72	0	110	15	84	25	93	67	
108	50	98	91	68	0	14	89	53	74	73	
90	96	35	12	40	97	0	66	90	89	55	
43	56	28	61	118	32	105	0	15	8	58	
45	74	110	78	62	22	83	105	0	104	30	
96	102	81	4	25	72	13	34	108	0	109	
120	69	66	84	73	5	35	15	58	34	0	
