Clientes: 12
Máquinas: 2
Tiempos de procesamiento: 
11	40	19	9	31	4	63	38	91	68	56	40	87	
Tiempos de preparación: 
0	26	113	10	88	76	59	109	9	89	13	8	92	
53	0	37	50	86	49	85	64	69	106	67	95	50	
30	64	0	97	24	46	27	34	81	33	86	34	47	
49	75	82	0	65	54	66	115	10	40	114	67	82	
111	70	40	49	0	8	40	98	115	115	18	81	78	
94	119	47	83	81	0	34	14	38	96	77	45	122	
84	37	62	1	61	111	0	69	98	124	36	88	24	
73	39	44	104	19	48	8	0	13	99	7	31	26	
102	102	89	33	5	9	36	109	0	79	59	86	6	
51	54	49	96	46	11	13	29	52	0	60	102	24	
88	28	81	78	40	75	84	23	85	9	0	118	123	
7	93	71	16	94	26	44	111	112	71	64	0	29	
35	63	83	24	94	7	57	57	74	108	114	29	0	
