Clientes: 10
Máquinas: 3
Tiempos de procesamiento: 
48	79	67	66	42	9	52	11	1	38	28	
Tiempos de preparación: 
0	51	29	74	33	74	117	71	19	54	16	
60	0	10	99	72	69	7	12	114	94	119	
68	110	0	39	25	3	70	63	49	29	16	
97	82	46	0	14	101	100	58	75	30	11	
108	55	64	25	0	17	76	15	54	55	122	
90	111	7	103	89	0	70	51	29	31	108	
43	66	49	119	86	67	0	32	31	61	66	
45	9	47	32	1	69	50	0	43	80	79	
96	12	109	11	74	91	79	21	0	71	2	
120	83	55	108	78	116	31	62	16	0	92	
10	63	94	22	107	123	122	45	62	110	0	
