Clientes: 10
Máquinas: 5
Tiempos de procesamiento: 
11	47	43	26	94	23	11	21	2	25	35	
Tiempos de preparación: 
0	88	76	59	109	9	89	13	8	92	53	
30	0	35	79	12	106	94	11	65	2	15	
49	47	0	59	55	10	70	30	74	86	21	
111	107	30	0	50	50	57	38	40	103	27	
94	3	110	94	0	74	20	107	72	66	24	
84	41	90	90	104	0	12	14	23	32	88	
73	18	101	93	118	86	0	65	117	72	68	
102	28	77	70	45	98	100	0	31	8	71	
51	84	11	21	47	56	101	66	0	103	46	
88	49	63	50	36	118	64	103	83	0	67	
7	56	63	106	69	62	3	116	3	28	0	
