Clientes: 10
Máquinas: 4
Tiempos de procesamiento: 
11	84	4	15	45	59	65	18	21	7	60	
Tiempos de preparación: 
0	10	88	76	59	109	9	89	13	8	92	
53	0	118	10	64	56	11	77	5	32	105	
30	66	0	19	28	111	54	112	15	25	64	
49	107	110	0	86	19	35	21	35	11	99	
111	66	52	72	0	13	65	107	30	36	114	
94	43	85	82	97	0	33	123	48	18	73	
84	89	29	64	86	4	0	22	53	94	117	
73	83	99	108	1	120	107	0	10	106	82	
102	96	124	37	35	41	89	8	0	108	41	
51	6	43	74	55	59	78	114	99	0	38	
88	75	122	62	98	6	11	95	39	2	0	
