Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	87	2	76	2	53	91	58	78	28	96	38	3	
Tiempos de preparación: 
0	41	46	28	9	17	8	20	31	3	45	25	9	
13	0	17	42	11	8	44	34	31	6	43	41	34	
18	15	0	15	10	17	37	45	37	3	20	41	25	
44	16	47	0	2	32	31	2	11	23	31	41	41	
29	5	10	46	0	11	15	37	5	23	38	13	13	
4	1	30	21	39	0	21	16	7	4	42	42	19	
44	40	35	3	41	29	0	7	24	48	29	6	4	
48	35	34	39	32	19	46	0	9	45	1	25	40	
28	19	44	34	2	39	9	48	0	12	20	40	40	
38	45	28	1	23	27	25	14	4	0	37	48	26	
18	27	4	21	41	13	11	33	40	34	0	49	19	
27	42	5	48	35	26	12	27	3	41	24	0	16	
3	31	17	8	26	15	15	27	7	5	4	7	0	
