Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	86	76	30	74	99	4	45	18	82	85	81	60	
Tiempos de preparación: 
0	41	46	28	9	17	8	20	31	3	45	25	9	
13	0	38	44	10	14	36	22	43	12	49	10	40	
18	36	0	34	48	11	24	15	31	17	47	21	8	
44	2	7	0	7	7	48	10	28	24	30	34	26	
29	19	8	32	0	14	27	26	33	31	24	49	44	
4	47	15	36	21	0	47	13	34	28	8	46	29	
44	2	29	2	31	47	0	43	2	29	11	48	3	
48	11	36	8	37	1	18	0	44	21	43	38	46	
28	5	17	27	33	30	17	47	0	16	2	21	33	
38	45	28	12	2	49	7	28	34	0	17	14	9	
18	37	12	36	18	40	7	5	41	31	0	42	29	
27	18	40	17	19	31	15	40	14	28	21	0	44	
3	43	28	25	45	49	31	37	32	29	24	19	0	
