Clientes: 12
Máquinas: 5
Tiempos de procesamiento: 
11	91	38	9	45	6	30	61	35	11	91	90	68	
Tiempos de preparación: 
0	28	9	17	8	20	31	3	45	25	9	13	18	
44	0	28	4	20	30	42	27	15	23	4	7	13	
29	7	0	47	49	21	49	12	28	35	9	30	46	
4	30	36	0	45	44	30	39	40	23	25	11	46	
44	40	37	6	0	13	34	4	14	31	5	28	27	
48	43	43	4	22	0	38	43	39	41	23	22	13	
28	15	38	22	47	18	0	48	18	29	4	1	44	
38	28	17	35	2	4	7	0	41	47	11	13	8	
18	46	27	31	26	32	24	7	0	47	34	8	11	
27	41	20	29	10	12	39	34	37	0	31	39	45	
3	8	17	35	42	5	2	37	15	3	0	32	42	
46	6	2	35	21	11	36	47	37	28	11	0	31	
43	30	35	29	49	6	26	5	46	27	5	21	0	
