Clientes: 10
Máquinas: 4
Tiempos de procesamiento: 
11	78	44	7	71	93	57	9	44	38	60	
Tiempos de preparación: 
0	10	88	76	59	109	9	89	13	8	92	
53	0	18	75	42	72	122	81	35	60	100	
30	6	0	70	109	23	86	48	67	110	88	
49	107	100	0	107	111	64	63	31	70	36	
111	109	49	23	0	80	78	86	68	43	65	
94	108	52	100	11	0	105	7	44	24	51	
84	103	74	109	44	121	0	89	54	93	20	
73	75	86	57	40	113	12	0	26	29	72	
102	109	94	46	47	71	112	31	0	59	61	
51	52	50	20	14	35	55	25	45	0	72	
88	1	47	28	5	62	39	35	21	117	0	
