Clientes: 12
Máquinas: 5
Tiempos de procesamiento: 
11	2	52	71	56	22	71	24	100	37	70	55	89	
Tiempos de preparación: 
0	88	76	59	109	9	89	13	8	92	53	30	49	
111	0	88	104	26	109	51	33	94	48	105	61	13	
94	27	0	79	1	45	10	66	36	31	112	113	57	
84	33	74	0	106	112	109	68	52	87	42	54	97	
73	82	7	90	0	53	46	84	115	73	84	47	63	
102	68	35	114	3	0	69	70	60	116	52	85	53	
51	6	10	85	44	79	0	85	7	31	78	1	124	
88	59	61	27	56	115	75	0	38	54	91	40	92	
7	54	9	1	10	104	27	85	0	88	71	98	20	
35	105	64	96	89	65	52	112	96	0	22	31	45	
68	5	6	26	122	18	73	1	37	89	0	55	121	
66	27	49	103	13	25	36	41	34	7	99	0	50	
60	120	107	107	25	63	83	14	53	58	104	34	0	
