Clientes: 12
Máquinas: 5
Tiempos de procesamiento: 
11	55	21	40	79	36	44	55	87	69	6	1	74	
Tiempos de preparación: 
0	45	1	8	13	43	28	37	53	39	95	94	19	
34	0	23	99	48	23	42	70	52	58	83	90	75	
43	13	0	17	11	72	4	49	45	25	71	98	81	
73	86	63	0	75	75	61	93	5	9	82	7	90	
62	5	81	5	0	9	29	75	33	70	13	2	30	
18	3	89	72	69	0	33	27	43	74	79	88	10	
1	73	70	72	79	9	0	60	87	75	52	10	86	
16	79	57	42	64	16	74	0	5	73	29	94	85	
46	35	18	99	65	34	24	49	0	24	29	77	8	
26	4	32	60	14	15	11	44	35	0	31	35	91	
88	58	13	73	52	19	64	98	75	54	0	82	75	
63	30	48	87	16	99	99	32	44	91	19	0	21	
39	12	87	55	89	25	8	95	38	7	85	86	0	
