Clientes: 10
Máquinas: 3
Tiempos de procesamiento: 
48	72	68	35	1	24	18	89	52	28	61	
Tiempos de preparación: 
0	51	29	74	33	74	117	71	19	54	16	
60	0	26	105	121	105	57	95	44	75	112	
68	109	0	90	83	31	34	94	98	99	118	
97	90	45	0	79	67	63	91	1	94	4	
108	81	83	5	0	35	31	72	56	119	110	
90	18	99	76	86	0	104	47	100	94	12	
43	118	64	24	68	108	0	119	71	20	38	
45	59	57	108	17	27	6	0	81	121	85	
96	13	23	25	58	90	69	20	0	80	76	
120	82	109	88	114	30	106	8	98	0	84	
10	107	40	27	7	94	7	101	7	103	0	
