Clientes: 10
Máquinas: 5
Tiempos de procesamiento: 
11	53	20	17	92	36	80	79	14	25	6	
Tiempos de preparación: 
0	88	76	59	109	9	89	13	8	92	53	
30	0	120	10	117	114	63	28	85	44	80	
49	107	0	54	92	115	74	85	21	17	84	
111	100	41	0	51	11	27	44	66	109	36	
94	83	116	87	0	78	53	123	5	55	82	
84	69	73	13	32	0	118	101	24	45	90	
73	80	69	104	5	97	0	24	103	48	19	
102	120	82	116	49	66	61	0	119	64	115	
51	75	112	122	85	14	10	2	0	65	59	
88	28	98	103	35	20	86	74	122	0	55	
7	14	61	68	97	23	27	50	49	62	0	
