Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	90	28	61	63	72	82	27	88	87	74	84	34	
Tiempos de preparación: 
0	113	10	88	76	59	109	9	89	13	8	92	53	
30	0	92	5	71	98	70	111	29	75	103	56	47	
49	69	0	118	53	109	20	94	119	83	43	2	19	
111	75	60	0	119	4	123	99	116	3	1	16	62	
94	65	49	3	0	54	25	11	80	68	19	91	118	
84	28	122	27	22	0	22	59	90	76	86	47	106	
73	5	61	62	104	69	0	115	23	4	54	7	98	
102	120	43	4	89	99	22	0	75	27	118	7	100	
51	121	34	66	17	20	111	110	0	87	59	89	9	
88	31	47	35	99	6	73	31	77	0	105	48	116	
7	29	86	61	62	28	11	51	97	115	0	107	75	
35	120	32	91	109	49	84	49	85	38	63	0	90	
68	64	49	42	31	48	38	46	18	1	77	88	0	
