Clientes: 12
Máquinas: 4
Tiempos de procesamiento: 
11	38	31	86	43	29	81	26	89	41	6	1	63	
Tiempos de preparación: 
0	10	88	76	59	109	9	89	13	8	92	53	30	
49	0	113	50	100	74	22	31	107	30	88	89	12	
111	40	0	12	23	71	94	33	6	96	24	73	47	
94	106	11	0	70	63	60	77	108	64	24	12	105	
84	102	53	90	0	89	57	70	98	9	76	109	88	
73	47	71	3	55	0	84	30	57	34	83	79	19	
102	105	86	34	25	16	0	69	31	42	71	13	50	
51	63	71	111	111	105	36	0	71	7	107	9	71	
88	59	81	30	57	56	43	123	0	114	58	24	77	
7	21	35	1	37	57	80	104	20	0	96	120	4	
35	53	121	36	27	91	124	53	86	11	0	106	10	
68	44	116	58	55	19	33	94	54	76	109	0	38	
66	74	6	21	80	58	53	117	3	89	117	40	0	
