Clientes: 10
Máquinas: 2
Tiempos de procesamiento: 
48	68	81	48	32	41	12	78	89	40	87	
Tiempos de preparación: 
0	13	51	29	74	33	74	117	71	19	54	
16	0	56	83	114	59	99	89	93	39	41	
60	71	0	62	23	69	96	88	83	77	35	
68	14	60	0	48	124	117	103	34	33	90	
97	101	5	98	0	78	115	79	43	100	89	
108	109	118	70	114	0	60	86	1	82	98	
90	22	72	89	33	40	0	96	100	48	12	
43	92	35	97	21	89	121	0	65	108	51	
45	101	8	89	102	73	17	51	0	10	122	
96	80	28	50	86	48	5	5	34	0	11	
120	58	122	8	15	104	104	41	108	8	0	
