Clientes: 12
Máquinas: 5
Tiempos de procesamiento: 
11	23	66	98	31	42	33	94	81	80	55	71	36	
Tiempos de preparación: 
0	45	1	8	13	43	28	37	53	39	95	94	19	
34	0	18	3	87	10	70	69	16	13	84	37	30	
43	15	0	51	22	96	5	67	56	64	71	29	65	
73	65	47	0	96	12	11	96	82	69	77	89	55	
62	36	53	15	0	43	6	74	18	92	34	87	84	
18	7	97	3	95	0	75	24	43	21	71	17	94	
1	29	66	43	95	36	0	9	32	50	22	40	3	
16	46	73	69	29	86	47	0	20	5	99	57	11	
46	69	72	23	54	7	10	46	0	65	20	44	90	
26	24	54	14	91	36	27	7	7	0	77	60	42	
88	3	24	55	10	30	96	42	18	20	0	83	80	
63	6	27	99	21	26	88	16	35	94	74	0	66	
39	72	76	49	89	15	45	74	4	29	38	23	0	
