Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	89	64	61	53	52	78	88	14	14	97	82	95	
Tiempos de preparación: 
0	20	16	45	1	8	13	43	28	37	53	39	95	
94	0	95	1	15	6	13	83	39	55	99	9	40	
19	82	0	76	1	87	69	40	54	90	6	77	35	
34	78	31	0	60	51	63	31	11	29	6	35	86	
43	36	31	64	0	23	31	57	35	30	27	28	1	
73	21	9	71	8	0	39	36	20	73	1	17	68	
62	32	65	42	52	4	0	14	16	70	67	76	13	
18	86	63	64	56	94	42	0	83	93	10	38	33	
1	14	36	45	19	39	29	1	0	40	77	27	28	
16	27	15	49	85	31	2	73	12	0	99	44	29	
46	78	97	10	85	94	35	18	18	2	0	33	55	
26	72	75	32	58	74	14	14	36	36	75	0	12	
88	37	72	11	12	71	30	73	76	55	76	37	0	
