Clientes: 10
Máquinas: 2
Tiempos de procesamiento: 
48	40	82	31	3	87	48	37	23	50	82	
Tiempos de preparación: 
0	13	51	29	74	33	74	117	71	19	54	
16	0	3	23	100	63	1	99	117	73	85	
60	23	0	61	116	80	37	35	69	4	72	
68	54	58	0	117	108	117	52	20	52	75	
97	109	106	79	0	97	112	10	81	15	34	
108	8	113	37	110	0	68	21	29	57	99	
90	100	50	119	15	40	0	35	38	94	35	
43	116	25	81	18	42	34	0	63	105	121	
45	104	123	121	90	110	12	99	0	11	16	
96	4	95	44	43	5	123	27	23	0	14	
120	112	103	25	69	25	63	114	82	73	0	
