Clientes: 12
Máquinas: 4
Tiempos de procesamiento: 
11	8	58	41	99	75	79	10	10	55	6	92	81	
Tiempos de preparación: 
0	46	28	9	17	8	20	31	3	45	25	9	13	
18	0	32	25	36	20	38	39	29	14	48	49	25	
44	40	0	14	26	19	26	23	34	45	3	28	25	
29	44	43	0	46	28	1	45	42	33	7	36	20	
4	30	7	39	0	5	27	6	25	39	45	6	43	
44	34	20	28	32	0	23	35	37	36	35	13	14	
48	48	24	34	39	37	0	22	13	18	43	46	2	
28	48	34	6	38	22	32	0	32	45	30	16	1	
38	43	19	47	9	32	10	3	0	1	25	2	14	
18	11	15	39	42	10	14	40	20	0	10	1	5	
27	39	47	29	46	4	11	37	25	9	0	17	25	
3	26	30	20	30	41	16	39	10	34	30	0	18	
46	40	49	29	4	43	5	38	11	7	15	25	0	
