Clientes: 12
Máquinas: 2
Tiempos de procesamiento: 
11	15	96	20	69	15	83	86	20	70	94	20	10	
Tiempos de preparación: 
0	6	41	46	28	9	17	8	20	31	3	45	25	
9	0	11	17	17	24	17	35	26	30	40	23	23	
13	34	0	47	28	2	19	45	4	37	41	15	2	
18	12	5	0	3	15	6	8	23	18	26	18	10	
44	23	5	48	0	1	19	14	1	9	34	46	43	
29	47	18	8	1	0	30	8	19	46	45	3	8	
4	21	46	35	22	6	0	35	27	13	33	49	13	
44	38	27	13	27	13	24	0	35	29	47	48	34	
48	15	3	15	9	37	36	15	0	42	49	49	22	
28	7	8	35	7	9	41	44	22	0	30	46	14	
38	18	34	27	46	26	46	13	2	45	0	27	28	
18	19	1	6	41	9	23	32	39	3	45	0	24	
27	11	31	10	43	34	33	22	28	31	2	41	0	
