Clientes: 10
Máquinas: 4
Tiempos de procesamiento: 
11	86	9	70	89	14	16	45	14	19	27	
Tiempos de preparación: 
0	10	88	76	59	109	9	89	13	8	92	
53	0	102	47	44	82	22	19	3	41	78	
30	43	0	86	10	121	54	120	122	107	7	
49	103	64	0	109	74	43	57	42	50	90	
111	24	17	23	0	47	54	26	49	63	124	
94	34	51	23	107	0	18	114	17	94	78	
84	112	72	9	98	121	0	108	79	28	7	
73	93	116	63	75	70	68	0	121	114	81	
102	8	64	30	94	83	15	77	0	36	16	
51	26	94	74	123	9	50	96	17	0	118	
88	118	68	119	66	26	28	112	2	86	0	
