Clientes: 10
Máquinas: 3
Tiempos de procesamiento: 
48	93	8	86	5	67	92	28	39	53	32	
Tiempos de preparación: 
0	51	29	74	33	74	117	71	19	54	16	
60	0	10	57	33	12	95	95	51	53	93	
68	17	0	52	73	15	86	4	21	121	37	
97	28	51	0	118	120	115	117	108	89	77	
108	118	43	45	0	103	108	73	25	108	47	
90	99	76	47	7	0	100	122	46	122	112	
43	72	117	54	2	19	0	108	3	89	59	
45	84	29	75	17	116	24	0	12	18	113	
96	115	97	37	94	82	88	48	0	110	97	
120	39	65	35	75	116	47	95	120	0	4	
10	115	76	47	70	16	118	29	26	72	0	
