Clientes: 10
Máquinas: 2
Tiempos de procesamiento: 
48	42	88	96	68	15	86	15	93	52	76	
Tiempos de preparación: 
0	13	51	29	74	33	74	117	71	19	54	
16	0	35	80	34	19	24	84	79	53	55	
60	120	0	27	66	53	104	14	78	35	115	
68	10	99	0	40	71	14	50	80	110	119	
97	91	50	60	0	60	124	77	75	59	72	
108	66	17	52	17	0	100	93	43	108	14	
90	14	83	22	116	121	0	95	44	73	70	
43	71	32	98	67	74	114	0	39	56	116	
45	71	60	68	48	82	83	29	0	82	84	
96	118	83	22	120	69	22	27	106	0	108	
120	63	17	83	14	25	122	70	101	56	0	
