Clientes: 12
Máquinas: 5
Tiempos de procesamiento: 
11	82	27	67	4	7	43	53	82	15	25	4	87	
Tiempos de preparación: 
0	45	1	8	13	43	28	37	53	39	95	94	19	
34	0	62	86	79	81	16	81	99	77	26	23	25	
43	66	0	30	59	1	17	59	72	69	67	99	22	
73	64	55	0	77	92	61	43	23	36	51	70	93	
62	86	42	5	0	54	92	86	64	47	96	92	35	
18	16	47	76	11	0	44	43	56	17	36	18	95	
1	12	43	33	48	65	0	20	39	60	61	62	11	
16	40	73	51	74	84	14	0	25	77	35	53	29	
46	80	10	57	36	56	11	91	0	28	33	26	94	
26	79	23	59	9	94	7	69	32	0	64	86	93	
88	24	77	8	94	73	84	27	45	26	0	85	68	
63	44	17	22	94	39	54	72	94	81	64	0	78	
39	55	50	78	65	69	18	31	31	3	43	92	0	
