Clientes: 12
Máquinas: 4
Tiempos de procesamiento: 
11	68	63	75	14	34	28	5	26	94	41	60	61	
Tiempos de preparación: 
0	10	88	76	59	109	9	89	13	8	92	53	30	
49	0	71	33	50	100	16	66	4	68	4	120	49	
111	63	0	89	18	22	14	103	120	20	4	8	8	
94	111	8	0	102	30	12	13	64	17	112	103	64	
84	38	118	2	0	14	8	110	66	124	5	98	53	
73	1	33	80	82	0	36	6	98	45	11	32	3	
102	98	101	66	101	23	0	123	75	85	43	49	102	
51	107	78	51	55	83	59	0	50	50	33	121	87	
88	67	95	112	40	64	92	25	0	100	117	91	117	
7	67	44	29	29	64	21	33	64	0	65	92	70	
35	34	124	124	107	26	32	62	117	20	0	83	95	
68	49	61	6	30	26	98	47	33	77	109	0	70	
66	104	120	80	110	25	46	28	35	45	59	43	0	
