Clientes: 10
Máquinas: 4
Tiempos de procesamiento: 
11	99	81	32	55	12	45	20	77	77	89	
Tiempos de preparación: 
0	10	88	76	59	109	9	89	13	8	92	
53	0	83	32	49	33	113	27	47	41	112	
30	44	0	101	37	74	24	77	112	56	42	
49	51	65	0	74	78	119	22	55	41	45	
111	114	3	123	0	32	85	73	88	100	115	
94	36	75	46	82	0	118	123	8	107	37	
84	69	67	21	8	33	0	96	53	118	21	
73	85	58	36	15	102	33	0	113	1	60	
102	36	68	29	3	76	95	52	0	24	35	
51	41	60	85	113	51	91	50	56	0	6	
88	73	120	80	101	114	67	88	80	43	0	
