Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	38	33	17	70	95	52	95	17	60	23	95	62	
Tiempos de preparación: 
0	113	10	88	76	59	109	9	89	13	8	92	53	
30	0	22	39	23	102	104	29	44	16	76	13	106	
49	90	0	80	71	23	44	31	9	67	9	123	56	
111	124	118	0	69	52	73	14	44	122	47	124	42	
94	47	14	116	0	41	27	109	56	110	105	114	103	
84	79	22	77	104	0	45	54	24	94	58	68	79	
73	122	68	30	123	112	0	18	117	124	105	117	13	
102	72	31	7	79	105	48	0	8	49	67	31	117	
51	122	13	61	21	53	91	63	0	60	36	19	122	
88	27	51	5	75	20	41	24	83	0	26	121	118	
7	110	65	46	61	59	95	27	116	54	0	82	97	
35	51	78	8	45	75	120	9	29	33	111	0	11	
68	119	98	113	96	46	119	113	24	78	35	60	0	
