Clientes: 10
Máquinas: 3
Tiempos de procesamiento: 
48	36	20	63	54	11	92	80	37	33	42	
Tiempos de preparación: 
0	51	29	74	33	74	117	71	19	54	16	
60	0	60	21	112	87	5	58	96	119	22	
68	45	0	67	30	74	24	117	86	3	26	
97	101	109	0	87	63	114	121	43	80	87	
108	116	112	4	0	49	8	49	119	116	98	
90	84	107	59	69	0	103	35	80	16	73	
43	47	90	89	3	28	0	42	94	34	13	
45	66	31	27	63	16	114	0	28	82	100	
96	88	58	85	43	31	49	94	0	116	56	
120	46	112	55	30	73	29	15	18	0	82	
10	96	21	35	88	28	121	105	73	34	0	
