Clientes: 12
Máquinas: 2
Tiempos de procesamiento: 
11	14	27	52	98	32	91	11	12	7	20	75	13	
Tiempos de preparación: 
0	26	113	10	88	76	59	109	9	89	13	8	92	
53	0	57	56	39	116	38	95	110	76	103	90	37	
30	51	0	67	42	98	20	110	70	21	37	72	104	
49	11	92	0	9	121	101	47	95	17	116	60	36	
111	70	93	33	0	92	114	28	28	115	84	78	18	
94	109	107	44	115	0	24	3	73	55	3	39	83	
84	30	92	117	53	88	0	69	71	101	11	83	25	
73	72	55	92	90	107	41	0	92	38	112	6	51	
102	124	31	56	1	60	30	103	0	120	92	66	45	
51	87	14	113	7	83	115	117	31	0	51	99	106	
88	9	30	28	102	55	82	121	88	61	0	105	80	
7	91	54	85	9	82	56	31	93	67	108	0	76	
35	31	12	112	57	49	23	81	113	84	8	3	0	
