Clientes: 12
Máquinas: 2
Tiempos de procesamiento: 
11	22	50	92	46	79	20	33	88	3	1	36	54	
Tiempos de preparación: 
0	26	113	10	88	76	59	109	9	89	13	8	92	
53	0	109	6	61	5	35	2	29	46	57	28	60	
30	44	0	100	101	49	115	49	118	68	24	96	1	
49	77	83	0	55	10	7	5	33	49	123	85	59	
111	40	29	33	0	116	121	24	115	94	74	109	12	
94	84	41	57	113	0	63	116	1	74	83	75	44	
84	65	98	124	33	87	0	74	3	37	105	93	13	
73	14	49	43	114	122	10	0	17	102	113	107	108	
102	52	67	59	13	19	91	92	0	59	79	71	51	
51	46	34	9	52	42	51	118	55	0	89	103	30	
88	54	50	81	57	58	85	94	93	113	0	65	30	
7	28	120	91	93	41	2	123	58	122	31	0	73	
35	27	110	71	38	2	19	102	119	104	27	81	0	
