Clientes: 10
Máquinas: 3
Tiempos de procesamiento: 
48	92	28	47	28	63	75	11	26	76	19	
Tiempos de preparación: 
0	51	29	74	33	74	117	71	19	54	16	
60	0	82	20	84	77	57	103	117	28	105	
68	21	0	30	37	117	33	3	105	14	116	
97	14	47	0	116	39	21	83	29	82	120	
108	21	96	70	0	15	101	73	42	46	92	
90	20	47	89	13	0	87	69	120	121	56	
43	10	59	20	80	51	0	7	23	79	9	
45	68	5	27	59	45	32	0	28	17	119	
96	55	120	105	29	51	113	91	0	17	56	
120	122	26	8	58	3	42	99	111	0	68	
10	1	10	92	101	117	14	24	74	79	0	
