Clientes: 10
Máquinas: 3
Tiempos de procesamiento: 
48	49	37	31	27	45	11	8	76	79	89	
Tiempos de preparación: 
0	51	29	74	33	74	117	71	19	54	16	
60	0	35	54	43	71	19	111	18	60	100	
68	25	0	32	89	29	122	111	40	40	62	
97	32	85	0	75	12	44	97	56	109	83	
108	92	108	45	0	124	30	41	40	1	48	
90	36	12	32	26	0	44	3	105	102	26	
43	106	102	108	98	26	0	8	122	38	67	
45	36	15	16	8	43	23	0	73	79	5	
96	31	32	83	1	32	32	49	0	65	12	
120	66	11	22	37	47	25	100	106	0	64	
10	48	26	117	46	111	49	47	82	104	0	
