Clientes: 12
Máquinas: 4
Tiempos de procesamiento: 
11	69	76	21	41	71	67	50	64	38	98	69	50	
Tiempos de preparación: 
0	16	45	1	8	13	43	28	37	53	39	95	94	
19	0	77	93	14	56	89	13	21	12	63	93	94	
34	93	0	89	20	68	47	99	2	57	15	68	25	
43	74	53	0	58	58	66	14	63	28	85	51	82	
73	78	97	31	0	35	78	74	72	78	25	39	35	
62	8	66	53	27	0	43	49	66	20	32	54	66	
18	72	23	79	4	5	0	87	77	69	90	4	71	
1	64	37	13	91	80	78	0	31	12	74	10	65	
16	82	25	31	63	79	78	75	0	14	29	49	43	
46	53	63	17	72	65	25	26	8	0	65	32	3	
26	56	17	52	31	31	18	67	58	37	0	46	16	
88	12	42	64	48	54	25	24	33	25	18	0	99	
63	94	12	73	68	76	70	12	99	60	96	44	0	
