Clientes: 12
Máquinas: 4
Tiempos de procesamiento: 
11	79	85	54	97	81	78	51	32	24	41	37	20	
Tiempos de preparación: 
0	16	45	1	8	13	43	28	37	53	39	95	94	
19	0	39	10	36	74	89	89	12	83	70	30	16	
34	87	0	95	60	47	3	55	5	3	89	46	76	
43	64	81	0	44	47	24	75	86	78	31	38	71	
73	37	84	30	0	6	56	8	46	55	98	70	13	
62	73	31	62	2	0	23	34	22	50	7	89	67	
18	91	72	20	99	38	0	68	86	70	73	55	54	
1	23	45	98	90	56	60	0	5	56	88	28	76	
16	93	81	8	85	34	81	46	0	12	75	92	16	
46	74	97	55	91	68	22	32	27	0	78	32	99	
26	14	24	5	15	38	78	30	88	64	0	49	10	
88	94	17	9	72	5	34	32	29	6	18	0	63	
63	74	56	5	23	4	90	19	35	84	64	7	0	
