Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	87	59	39	4	44	47	72	91	25	47	35	78	
Tiempos de preparación: 
0	113	10	88	76	59	109	9	89	13	8	92	53	
30	0	54	109	57	76	94	42	42	12	38	124	24	
49	117	0	91	58	82	31	83	99	107	121	43	72	
111	116	26	0	4	59	61	37	55	46	43	115	42	
94	78	86	11	0	114	23	90	49	99	70	31	37	
84	64	103	103	11	0	10	27	72	103	108	123	58	
73	57	102	73	122	105	0	117	32	45	62	49	92	
102	90	14	90	78	116	43	0	7	52	113	45	30	
51	77	99	1	42	17	21	101	0	110	120	16	10	
88	103	114	19	84	12	102	101	67	0	25	66	111	
7	91	35	71	56	85	70	42	110	2	0	13	22	
35	11	122	24	85	9	62	7	14	109	19	0	56	
68	100	69	112	48	104	57	20	19	52	28	65	0	
