Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	1	93	1	87	10	99	23	100	21	28	54	70	
Tiempos de preparación: 
0	41	46	28	9	17	8	20	31	3	45	25	9	
13	0	19	8	31	47	39	9	32	45	23	34	32	
18	26	0	31	19	28	17	40	10	6	2	21	18	
44	49	7	0	3	43	3	17	18	33	11	13	10	
29	47	9	31	0	10	27	28	21	39	46	45	23	
4	29	34	47	16	0	28	14	12	40	22	22	21	
44	3	11	37	13	13	0	36	38	22	26	32	18	
48	35	11	25	30	47	48	0	19	36	7	9	21	
28	42	15	26	24	11	3	4	0	18	44	2	40	
38	27	18	37	33	21	40	15	30	0	11	7	2	
18	2	17	45	16	35	43	29	36	5	0	5	3	
27	24	30	35	6	46	10	41	21	17	21	0	4	
3	14	13	37	11	43	20	41	11	12	33	48	0	
