Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	11	7	52	1	33	53	37	16	96	59	91	47	
Tiempos de preparación: 
0	20	16	45	1	8	13	43	28	37	53	39	95	
94	0	21	97	37	57	45	92	45	50	55	91	66	
19	84	0	89	40	22	78	93	73	7	64	85	60	
34	95	88	0	11	82	52	11	86	79	48	90	68	
43	12	48	66	0	96	1	18	65	98	51	51	14	
73	48	94	31	12	0	24	68	74	8	6	40	12	
62	94	5	54	16	91	0	14	23	72	99	24	29	
18	60	38	57	88	84	1	0	89	96	71	90	73	
1	55	34	24	87	58	58	5	0	77	79	59	21	
16	49	84	29	5	35	78	61	57	0	58	39	20	
46	42	50	13	4	90	89	64	10	62	0	96	18	
26	95	72	72	18	13	73	77	2	44	42	0	94	
88	69	59	26	11	85	1	35	27	49	43	96	0	
