Clientes: 10
Máquinas: 5
Tiempos de procesamiento: 
11	47	57	30	35	26	24	61	78	90	44	
Tiempos de preparación: 
0	88	76	59	109	9	89	13	8	92	53	
30	0	104	81	98	119	61	92	119	92	39	
49	118	0	94	110	68	85	46	36	113	85	
111	84	79	0	17	105	68	14	42	47	28	
94	80	17	37	0	22	21	12	38	107	94	
84	15	47	36	60	0	88	97	37	31	32	
73	30	9	26	103	61	0	20	41	6	59	
102	2	24	12	109	2	34	0	107	99	34	
51	12	104	82	91	12	33	101	0	58	13	
88	71	38	11	93	26	100	87	24	0	41	
7	83	97	121	123	77	118	119	98	74	0	
