Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	15	95	67	56	84	45	16	24	100	34	23	92	
Tiempos de preparación: 
0	113	10	88	76	59	109	9	89	13	8	92	53	
30	0	65	60	10	87	34	75	118	45	72	90	104	
49	98	0	95	90	78	38	28	51	78	104	108	18	
111	21	2	0	100	36	21	27	29	118	64	74	108	
94	44	122	11	0	62	79	20	101	46	8	49	54	
84	63	103	107	51	0	34	9	41	19	86	74	9	
73	63	44	72	124	25	0	111	32	28	124	54	26	
102	35	103	53	110	108	10	0	104	58	124	105	62	
51	25	71	98	26	92	3	119	0	108	24	74	80	
88	77	111	13	24	116	20	62	40	0	1	49	71	
7	42	1	54	57	49	112	2	110	62	0	1	73	
35	52	21	60	12	113	85	47	28	12	66	0	119	
68	47	5	52	51	44	91	112	27	49	23	67	0	
