Clientes: 10
Máquinas: 3
Tiempos de procesamiento: 
48	43	71	43	80	52	29	64	13	18	1	
Tiempos de preparación: 
0	51	29	74	33	74	117	71	19	54	16	
60	0	40	68	54	119	31	95	99	77	27	
68	51	0	69	63	46	95	84	11	60	46	
97	8	63	0	97	102	99	94	112	40	72	
108	5	62	34	0	107	113	8	16	88	42	
90	117	20	10	94	0	88	9	24	88	41	
43	53	31	101	95	46	0	54	117	119	25	
45	25	116	41	85	30	43	0	35	19	57	
96	102	41	101	1	40	95	108	0	33	18	
120	11	37	12	63	73	43	118	25	0	86	
10	30	74	58	20	64	67	22	14	9	0	
