Clientes: 12
Máquinas: 3
Tiempos de procesamiento: 
11	5	75	72	17	48	61	87	85	75	26	73	28	
Tiempos de preparación: 
0	113	10	88	76	59	109	9	89	13	8	92	53	
30	0	22	121	69	56	40	97	88	119	61	77	34	
49	73	0	102	54	103	69	12	4	118	105	25	96	
111	39	22	0	75	106	34	103	91	77	29	8	87	
94	34	22	44	0	104	92	118	95	105	89	50	121	
84	86	9	38	1	0	43	16	97	72	27	67	72	
73	68	88	96	50	6	0	41	50	35	13	40	83	
102	63	120	69	20	93	44	0	55	58	36	49	108	
51	9	70	123	63	6	54	92	0	121	20	97	107	
88	93	64	64	76	95	103	118	18	0	13	113	24	
7	105	25	8	122	74	60	45	23	60	0	53	14	
35	99	108	37	108	18	111	30	104	99	107	0	43	
68	77	27	114	109	65	23	23	119	112	70	11	0	
