Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
79	76	28	12	58	6	37	40	47	96	99	82	81	21	17	59	
Tiempos de preparación: 
0	99	15	39	85	65	48	109	88	77	83	15	75	59	95	99	
118	0	72	52	32	123	15	41	44	20	34	96	31	12	97	5	
3	51	0	22	15	33	92	122	71	22	6	3	29	62	84	95	
121	37	42	0	99	109	29	6	43	103	46	86	123	15	118	89	
11	26	90	30	0	13	47	104	45	14	101	115	95	42	118	123	
62	40	77	30	76	0	54	64	120	82	5	39	60	110	60	58	
50	124	113	83	25	14	0	112	37	60	27	82	9	3	8	40	
25	104	1	98	19	77	63	0	31	66	2	26	23	6	124	83	
90	115	60	16	50	108	34	11	0	122	21	107	57	47	124	2	
52	109	8	41	89	8	14	107	21	0	77	73	86	78	99	109	
83	20	98	67	70	93	18	120	77	52	0	6	74	8	112	66	
3	115	112	67	35	55	43	123	62	57	42	0	82	9	114	104	
72	22	24	24	41	58	90	47	86	43	102	38	0	30	43	47	
70	98	30	49	88	77	51	122	7	94	57	5	26	0	34	22	
69	94	23	1	115	107	24	92	40	49	74	1	28	51	0	99	
62	57	93	81	30	58	5	53	71	116	51	13	85	43	17	0	
