Clientes: 25
Máquinas: 6
Tiempos de procesamiento: 
79	56	73	6	17	36	78	30	71	78	33	60	84	15	90	84	22	4	27	50	98	59	87	91	11	0	
Tiempos de preparación: 
0	65	48	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	25	90	52	83	3	72	70	69	
62	0	45	83	58	96	42	46	74	55	25	105	11	33	85	102	92	53	90	55	31	101	64	5	31	49	
5	64	0	96	52	42	98	2	113	79	84	46	50	61	27	59	115	111	99	61	20	59	38	47	47	64	
103	102	78	0	100	101	18	7	25	17	102	12	119	11	73	107	89	92	29	75	29	115	69	79	102	44	
12	16	57	38	0	53	103	85	52	16	98	28	116	51	94	77	68	7	24	62	17	97	44	42	64	8	
44	52	92	59	120	0	107	36	39	122	28	77	110	66	97	38	82	70	1	9	56	94	85	123	100	109	
63	120	52	17	40	93	0	80	107	20	108	41	16	90	12	114	23	39	66	8	105	38	105	122	43	105	
76	6	99	74	91	33	109	0	11	29	37	27	4	5	42	110	85	25	87	36	114	98	25	12	73	91	
27	80	53	64	60	50	43	101	0	55	77	110	81	109	95	27	73	7	113	12	71	31	58	31	55	20	
107	66	105	53	91	116	1	117	7	0	113	56	3	38	34	103	29	110	24	45	31	118	8	103	60	56	
39	51	7	86	108	37	77	63	39	117	0	115	65	44	116	57	51	104	48	53	78	82	91	42	67	114	
104	22	33	44	29	12	103	85	122	109	106	0	105	82	118	43	56	110	33	120	30	84	112	16	124	35	
1	68	77	52	94	54	55	83	75	87	2	104	0	34	41	124	31	25	41	11	42	35	113	97	20	22	
53	28	109	41	15	124	40	110	3	52	37	96	41	0	91	115	116	54	52	31	87	92	90	118	53	6	
114	64	30	40	53	63	120	10	90	40	110	105	40	86	0	90	102	13	62	10	114	29	124	105	18	111	
119	71	40	15	36	93	3	41	33	32	81	21	94	12	90	0	60	51	75	100	26	36	1	4	109	122	
83	73	98	86	72	78	103	118	84	79	8	119	47	70	35	15	0	102	51	95	7	62	60	66	49	11	
89	101	74	46	37	13	30	35	21	3	120	28	16	35	22	35	113	0	89	29	95	35	64	46	12	50	
48	16	18	112	76	20	96	86	56	105	67	29	54	33	63	74	95	118	0	102	111	88	123	21	12	23	
85	110	107	57	49	88	4	34	103	82	21	114	37	52	11	92	33	78	120	0	86	110	118	35	80	48	
21	72	2	11	70	83	23	93	68	5	85	52	92	89	85	6	46	42	120	82	0	29	66	109	61	19	
58	41	82	64	34	117	80	81	64	17	92	70	99	114	98	102	54	58	89	81	82	0	110	22	3	87	
82	77	20	115	19	5	52	97	105	69	37	14	61	116	31	61	8	122	66	43	47	99	0	80	36	92	
70	105	52	50	26	73	112	112	26	8	38	44	72	25	16	52	94	112	1	30	39	31	26	0	107	88	
19	27	85	70	1	40	105	93	80	32	18	105	41	65	92	2	72	6	45	79	30	120	66	59	0	44	
107	67	89	82	33	50	124	121	13	84	2	13	60	107	41	15	74	118	120	114	59	23	115	66	88	0	
