Clientes: 25
Máquinas: 8
Tiempos de procesamiento: 
79	86	69	78	21	60	15	43	63	55	6	91	75	10	80	99	26	31	77	31	41	92	78	28	25	79	
Tiempos de preparación: 
0	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	11	44	33	35	36	41	25	11	20	33	
21	0	39	5	42	31	48	31	40	44	33	14	16	46	4	48	8	7	46	2	38	41	17	6	11	10	
5	35	0	23	9	44	29	3	30	18	13	22	4	11	3	48	11	40	12	31	37	21	30	44	27	26	
40	2	20	0	22	18	31	33	32	16	6	45	11	34	4	40	8	16	17	16	31	20	15	41	10	31	
23	28	2	2	0	8	2	34	38	8	4	11	30	34	43	13	6	48	13	16	38	21	11	45	41	27	
38	11	23	2	30	0	19	17	12	46	18	18	9	24	2	47	31	11	13	12	44	6	29	49	9	46	
12	20	2	18	35	46	0	9	18	13	31	19	42	6	40	9	2	14	27	11	37	33	13	19	43	25	
21	35	43	35	14	47	48	0	10	18	1	32	3	2	41	20	19	27	44	12	32	34	25	39	47	2	
10	49	40	40	17	9	33	46	0	48	31	36	12	29	34	26	46	39	9	4	46	5	29	15	31	28	
23	26	14	17	7	3	15	13	7	0	10	3	28	23	41	24	21	22	10	37	1	48	13	2	38	26	
10	11	34	30	39	48	12	22	30	30	0	38	36	37	8	48	48	17	7	26	39	47	5	10	19	19	
43	46	20	17	15	26	10	40	36	48	21	0	30	3	32	2	32	17	40	23	4	47	26	2	20	37	
29	32	9	34	36	24	9	5	25	33	21	44	0	9	31	35	45	29	11	25	31	42	27	18	14	22	
44	45	17	24	27	23	43	14	5	3	4	40	31	0	12	44	11	44	20	6	3	6	45	3	40	6	
5	33	26	3	15	49	16	36	44	32	10	26	10	4	0	45	14	11	4	4	46	15	3	7	14	22	
6	17	21	28	12	29	23	17	12	48	19	26	47	34	17	0	47	21	31	28	30	39	23	43	49	31	
27	2	1	45	4	13	14	31	29	35	14	41	14	36	13	30	0	34	32	6	37	21	27	34	42	8	
10	17	27	47	45	26	2	26	27	8	27	31	20	40	17	48	30	0	30	44	48	21	8	28	5	44	
28	38	46	15	20	35	7	28	3	39	30	47	15	31	23	41	38	5	0	27	13	45	43	12	30	28	
17	11	34	48	23	12	9	17	6	5	32	30	40	43	8	47	32	42	49	0	46	24	27	43	17	32	
29	20	35	32	19	46	12	46	12	45	1	35	13	9	2	23	18	33	3	13	0	27	16	10	14	8	
25	9	11	36	36	9	9	23	28	43	5	2	39	16	48	6	17	48	40	34	12	0	47	7	29	30	
33	14	47	12	29	7	26	37	21	41	23	12	49	31	34	32	24	38	34	18	9	37	0	29	30	40	
28	19	14	2	16	25	35	2	39	32	18	23	44	48	10	20	39	38	31	43	24	20	31	0	4	13	
13	15	21	26	7	5	12	46	24	25	3	44	6	37	1	49	25	19	22	24	17	32	43	12	0	25	
18	29	10	48	4	40	2	16	10	28	46	16	32	8	12	11	38	14	6	43	7	6	42	36	29	0	
