Clientes: 30
Máquinas: 4
Tiempos de procesamiento: 
79	77	20	23	3	16	27	20	69	69	62	95	15	40	95	47	60	26	80	82	12	49	7	92	84	78	90	34	72	68	85	
Tiempos de preparación: 
0	61	78	82	11	74	88	88	30	52	52	12	72	92	26	72	90	73	27	49	16	65	96	54	30	65	14	7	35	22	41	
41	0	54	27	25	36	29	99	45	5	86	40	62	77	5	91	34	36	91	72	84	64	22	90	28	87	14	73	37	98	16	
81	17	0	74	69	42	96	5	70	95	48	74	80	85	34	55	90	26	88	24	17	60	9	80	79	96	6	66	10	77	3	
18	6	92	0	20	79	60	61	74	64	29	69	10	3	47	95	34	2	85	59	89	9	74	48	15	52	27	11	58	93	20	
21	35	93	26	0	25	13	3	84	71	76	47	99	44	56	99	90	51	34	92	34	90	79	41	64	27	53	17	52	64	72	
91	43	81	5	36	0	5	29	49	8	14	20	81	60	18	25	14	17	14	63	50	4	94	41	82	33	3	8	86	17	59	
89	48	86	2	29	90	0	37	34	20	83	39	31	2	20	90	19	43	2	35	54	64	83	57	59	22	39	91	24	44	75	
9	39	3	23	25	2	52	0	16	39	83	33	20	22	63	19	39	51	37	79	52	70	33	15	51	89	73	72	27	62	93	
77	70	36	30	71	58	55	72	0	8	68	9	88	98	29	10	59	47	47	10	82	26	59	50	59	71	98	46	42	70	72	
19	5	61	41	40	91	12	95	44	0	83	2	10	92	89	8	19	97	66	63	44	73	43	69	30	90	26	2	88	70	43	
58	56	40	45	18	80	82	7	89	78	0	50	73	79	59	63	68	64	81	65	30	42	7	1	85	74	30	75	97	31	64	
29	67	74	20	8	19	35	85	2	41	75	0	77	88	46	54	45	7	20	9	85	83	36	27	89	36	10	63	64	85	59	
28	94	47	26	66	64	31	83	99	15	82	38	0	87	57	27	33	11	69	37	30	78	22	13	12	48	1	46	58	61	10	
31	41	20	4	87	44	68	49	74	49	48	88	31	0	86	73	87	11	4	97	79	40	25	55	61	36	67	8	36	13	63	
19	96	22	2	17	23	86	60	88	35	32	37	83	19	0	65	67	91	52	75	95	47	54	35	70	8	94	6	74	99	41	
53	84	62	35	4	63	49	24	47	9	13	81	39	47	62	0	57	13	29	46	62	2	41	10	54	74	77	61	68	82	33	
1	67	21	17	27	55	18	87	5	41	34	11	51	15	49	98	0	77	4	11	4	50	72	6	90	79	59	62	56	18	28	
10	38	50	94	58	64	19	12	81	4	16	22	37	26	73	50	73	0	71	25	76	79	26	26	49	31	15	27	87	76	82	
24	5	5	19	54	96	74	18	14	85	96	17	98	19	54	25	89	2	0	97	58	26	71	37	49	97	83	78	12	10	65	
27	85	90	68	87	9	20	84	80	36	97	64	32	14	62	50	65	84	37	0	64	79	94	87	51	29	37	46	13	15	55	
56	22	79	40	12	45	28	18	65	10	96	1	7	60	32	18	20	80	81	3	0	17	45	81	10	33	30	38	69	73	50	
39	81	28	70	60	66	79	4	93	95	68	3	91	66	7	51	97	22	68	75	3	0	70	90	48	50	99	78	77	35	45	
89	51	83	26	78	53	83	42	30	86	35	25	54	35	16	18	39	64	14	59	33	88	0	61	3	76	7	52	73	84	30	
50	9	27	78	89	52	56	40	36	98	69	22	31	94	74	64	8	91	1	72	3	59	3	0	89	21	5	65	25	55	39	
91	8	84	45	34	62	34	86	16	73	22	12	40	41	41	32	13	3	40	3	3	10	5	60	0	12	93	78	14	57	3	
19	68	93	10	50	38	42	12	69	28	26	40	47	35	79	85	75	10	96	75	49	98	78	56	1	0	38	65	94	16	78	
15	49	16	47	42	24	96	77	65	7	46	90	30	83	37	64	60	20	38	69	16	13	16	12	88	71	0	13	24	36	5	
3	37	13	53	53	57	94	76	51	71	39	55	15	29	84	97	63	47	57	82	84	27	96	94	42	8	83	0	12	20	7	
23	45	22	42	57	74	94	12	66	68	63	37	7	18	49	33	3	46	95	49	2	75	31	26	69	25	65	77	0	6	76	
48	94	11	20	17	52	74	90	46	86	57	12	49	91	16	66	41	48	66	84	41	13	85	14	43	9	83	66	74	0	58	
25	71	48	52	81	67	68	33	40	57	76	26	14	85	72	3	1	36	43	46	3	28	84	13	11	98	56	20	79	20	0	
