Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
79	91	85	44	52	66	34	69	51	60	81	20	11	31	72	99	
Tiempos de preparación: 
0	6	82	19	27	72	21	29	9	33	42	37	95	51	81	87	
57	0	4	90	37	88	85	78	63	35	76	27	9	10	46	75	
83	78	0	96	83	36	69	64	1	86	37	10	18	66	58	88	
25	52	57	0	48	53	46	82	41	29	58	2	63	34	28	69	
94	41	74	44	0	17	68	25	50	37	89	51	23	24	60	41	
24	89	18	27	40	0	72	74	92	18	54	32	46	12	33	10	
95	43	59	76	81	33	0	21	96	1	45	46	36	32	94	58	
57	56	52	96	43	69	23	0	80	42	94	71	57	46	3	4	
77	57	35	11	97	91	86	77	0	24	5	73	23	48	17	56	
79	79	10	12	33	61	9	74	29	0	29	54	70	22	25	25	
66	67	25	28	23	58	36	18	49	21	0	94	71	25	65	93	
99	72	80	49	50	89	58	82	48	64	54	0	76	93	7	44	
66	13	29	69	77	54	94	99	12	31	16	58	0	51	10	29	
73	73	73	22	44	51	68	93	38	27	73	85	90	0	28	60	
79	81	34	4	91	62	70	69	14	63	66	23	93	81	0	81	
34	42	89	10	13	62	30	56	11	97	49	48	22	21	33	0	
