Clientes: 15
Máquinas: 6
Tiempos de procesamiento: 
79	94	54	36	13	73	20	3	55	72	57	82	23	34	85	77	
Tiempos de preparación: 
0	34	17	43	22	11	34	34	2	30	7	26	28	6	18	40	
15	0	8	26	17	29	41	6	49	30	37	40	48	3	18	4	
47	36	0	2	32	14	22	41	17	10	45	22	10	38	30	34	
11	41	1	0	40	48	27	12	32	23	18	37	8	5	27	7	
44	7	49	15	0	47	1	46	11	27	43	27	41	38	5	6	
33	32	39	39	23	0	39	34	26	21	46	13	49	14	49	7	
35	18	31	18	29	35	0	32	26	40	34	41	17	27	23	13	
36	20	27	18	2	16	13	0	24	11	46	5	31	47	18	30	
41	11	17	42	33	4	10	17	0	38	47	42	29	36	38	45	
25	18	17	14	37	43	31	44	15	0	48	18	25	1	28	11	
11	47	45	46	14	12	38	2	20	3	0	19	9	5	16	37	
20	40	10	37	8	26	1	45	24	37	39	0	38	40	12	18	
33	40	44	34	43	39	35	12	7	23	13	26	0	30	36	34	
21	35	8	26	25	17	14	38	42	19	38	16	6	0	32	10	
5	46	48	32	41	43	21	34	32	6	1	43	28	14	0	20	
40	14	5	9	4	12	35	33	28	48	21	20	17	9	41	0	
