Clientes: 25
Máquinas: 4
Tiempos de procesamiento: 
79	83	4	52	28	31	30	18	59	16	46	94	57	36	72	39	68	6	4	65	59	50	60	43	40	31	
Tiempos de preparación: 
0	39	85	65	48	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	25	90	52	83	3	72	
70	0	117	61	76	41	109	82	55	61	50	28	36	96	87	10	14	10	82	73	100	21	95	119	113	122	
69	16	0	79	61	53	94	100	63	22	36	74	62	20	31	116	16	16	80	111	111	42	120	124	112	78	
62	73	23	0	34	103	77	82	36	92	37	33	21	66	8	19	23	43	92	84	122	58	12	13	73	27	
5	59	59	4	0	54	118	115	67	2	14	100	104	90	118	16	118	30	48	74	31	115	92	53	33	119	
103	72	90	52	19	0	38	60	105	96	54	109	85	47	35	88	49	108	123	88	10	116	39	3	81	22	
12	12	111	72	103	99	0	104	33	107	5	20	1	102	79	106	73	68	26	94	114	60	57	98	104	55	
44	122	113	47	36	51	3	0	118	62	50	65	100	24	105	68	66	45	87	3	23	101	108	31	44	69	
63	124	93	64	56	67	43	47	0	64	91	93	35	77	31	88	74	80	89	49	40	69	52	105	113	14	
76	107	71	114	26	102	93	94	101	0	62	94	93	64	12	15	3	39	43	97	115	73	121	65	29	85	
27	49	4	29	101	108	77	50	91	24	0	100	52	61	68	22	37	65	115	65	4	62	79	66	100	121	
107	39	27	6	95	91	34	55	15	37	19	0	51	80	31	101	106	114	76	34	50	79	115	87	20	41	
39	27	23	38	42	89	74	98	63	100	103	33	0	66	72	23	16	44	41	3	124	71	103	105	61	114	
104	74	110	68	64	8	23	40	95	106	78	12	70	0	27	45	68	2	24	36	3	95	58	78	15	98	
1	80	74	104	58	114	40	107	64	86	111	63	29	9	0	103	123	114	56	70	119	18	115	62	19	74	
53	97	81	44	90	34	118	63	114	3	43	47	117	18	90	0	116	39	76	54	68	84	92	66	10	83	
114	72	4	100	122	2	54	71	34	10	114	124	44	44	122	33	0	46	100	15	38	54	104	89	92	115	
119	79	35	11	46	37	20	65	108	83	100	105	20	30	111	54	99	0	36	113	78	79	46	110	61	22	
83	61	34	11	100	123	102	91	77	73	101	58	109	56	122	28	74	98	0	68	94	63	54	83	37	89	
89	7	115	104	52	36	40	9	32	73	19	8	71	121	34	23	69	70	81	0	113	61	14	76	10	111	
48	19	39	109	8	121	22	32	3	72	11	55	43	50	63	75	59	82	18	65	0	14	111	88	18	56	
85	104	6	52	53	17	61	100	35	36	84	42	32	41	73	95	112	20	85	91	5	0	23	41	63	40	
21	118	4	113	104	27	66	95	66	71	22	118	87	18	93	57	53	113	34	21	29	43	0	115	77	62	
58	75	43	66	33	19	5	9	72	68	57	51	94	123	81	35	5	38	88	28	55	117	84	0	44	105	
82	54	64	69	96	114	21	33	124	123	34	92	17	38	36	24	41	93	74	10	91	90	104	31	0	3	
70	68	58	118	120	78	37	100	7	36	44	38	85	1	6	84	123	39	51	76	13	23	99	53	115	0	
