Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
79	38	67	78	34	17	8	46	78	46	63	95	7	25	74	67	
Tiempos de preparación: 
0	99	15	39	85	65	48	109	88	77	83	15	75	59	95	99	
118	0	78	30	65	34	68	75	69	34	9	49	113	16	29	109	
3	70	0	32	47	70	85	56	86	64	81	124	89	14	19	49	
121	11	105	0	32	88	70	32	57	74	106	2	107	51	110	31	
11	2	74	75	0	72	106	122	17	2	53	102	66	69	37	90	
62	82	115	15	29	0	96	46	116	101	14	109	50	55	110	32	
50	105	95	123	107	105	0	73	114	86	70	6	23	59	43	24	
25	63	79	114	81	6	4	0	109	37	109	36	13	122	20	63	
90	113	65	30	29	96	28	71	0	76	101	60	97	106	65	119	
52	40	43	19	39	58	8	119	63	0	11	39	99	119	74	111	
83	53	30	109	101	94	15	5	65	102	0	76	16	78	11	112	
3	120	12	107	35	114	61	9	47	68	3	0	45	14	41	19	
72	68	51	66	56	80	110	32	49	124	37	50	0	38	112	65	
70	115	58	113	46	5	31	17	119	91	25	41	94	0	88	22	
69	107	4	40	110	114	41	42	69	27	73	54	86	109	0	103	
62	123	32	103	50	26	27	95	30	117	111	24	19	72	1	0	
