Clientes: 15
Máquinas: 4
Tiempos de procesamiento: 
79	81	17	97	73	26	21	46	81	68	62	42	50	24	95	89	
Tiempos de preparación: 
0	19	27	72	21	29	9	33	42	37	95	51	81	87	57	83	
25	0	12	54	31	79	76	50	60	38	29	89	94	69	1	44	
94	83	0	50	65	90	23	88	19	27	30	12	27	89	50	16	
24	10	9	0	84	21	61	15	97	37	64	58	72	90	47	64	
95	59	45	6	0	43	94	71	31	15	57	47	40	85	58	66	
57	74	6	80	81	0	13	64	99	73	76	97	8	40	55	79	
77	30	99	41	89	44	0	47	30	36	16	58	48	72	5	87	
79	55	60	52	28	63	32	0	9	75	93	9	48	69	4	55	
66	9	56	32	36	55	71	25	0	96	18	52	32	33	10	79	
99	3	12	65	56	71	17	83	35	0	48	91	10	41	97	56	
66	8	1	9	16	54	39	49	9	10	0	74	5	25	24	34	
73	57	34	14	57	43	78	13	15	92	93	0	47	40	85	54	
79	78	80	10	83	79	17	98	33	55	45	40	0	62	19	44	
34	86	41	76	41	72	89	97	15	65	9	29	55	0	2	73	
70	94	84	28	70	63	35	53	42	51	49	72	4	91	0	12	
82	65	11	54	51	49	30	91	21	17	89	35	79	95	62	0	
