Clientes: 20
Máquinas: 8
Tiempos de procesamiento: 
79	69	53	6	58	72	50	8	39	75	6	57	3	96	38	67	36	15	42	26	5	
Tiempos de preparación: 
0	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	11	44	33	35	36	
41	0	22	39	3	26	7	44	24	11	48	6	23	35	11	9	16	5	7	26	45	
25	38	0	17	8	20	16	24	21	17	10	42	40	39	19	34	41	45	40	40	19	
11	7	39	0	24	34	29	34	42	44	43	4	20	39	46	42	2	16	13	31	41	
20	29	40	38	0	24	30	8	9	26	3	4	17	26	10	6	6	43	34	44	41	
33	33	38	44	8	0	32	41	5	33	12	17	19	4	2	10	41	30	39	48	38	
21	15	6	42	36	32	0	7	41	42	6	30	36	46	18	29	40	31	11	36	35	
5	49	48	8	18	7	14	0	27	47	43	21	2	32	41	12	29	27	48	35	24	
40	40	40	4	27	36	27	11	0	32	8	22	18	47	26	21	5	43	27	18	26	
23	30	17	2	36	48	42	47	27	0	25	46	17	48	36	8	7	18	48	33	29	
38	30	45	6	4	48	31	24	8	29	0	7	31	10	36	47	12	27	45	9	24	
12	27	33	20	43	36	12	1	43	34	5	0	31	13	34	27	23	37	25	4	17	
21	37	38	28	18	3	19	15	14	45	10	28	0	19	41	16	44	35	3	6	40	
10	45	44	44	26	8	34	8	35	26	37	39	47	0	25	32	25	42	34	43	13	
23	4	38	27	36	13	19	2	7	9	4	17	4	4	0	11	48	35	23	37	47	
10	9	13	35	3	11	15	39	35	12	23	34	24	26	22	0	2	12	34	25	19	
43	45	33	27	12	36	31	28	39	21	1	31	18	14	44	8	0	21	10	22	10	
29	49	39	33	33	13	14	11	19	31	49	48	49	45	36	26	12	0	23	12	44	
44	17	37	1	48	6	14	47	13	35	7	40	44	11	29	32	44	46	0	2	5	
5	16	32	9	19	36	9	6	17	21	33	29	20	49	16	20	3	26	39	0	5	
6	44	29	11	34	28	22	18	11	21	14	12	30	34	48	38	4	34	47	9	0	
