Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
79	23	2	64	83	98	24	64	21	64	29	9	70	75	9	29	
Tiempos de preparación: 
0	99	15	39	85	65	48	109	88	77	83	15	75	59	95	99	
118	0	92	124	123	33	31	40	88	36	75	64	58	39	6	112	
3	83	0	38	108	99	115	41	36	104	6	90	13	81	45	31	
121	36	26	0	108	3	85	42	36	115	81	59	87	31	123	80	
11	5	64	3	0	23	38	110	121	28	86	92	67	27	117	80	
62	43	38	46	78	0	123	89	81	83	7	52	9	87	110	31	
50	54	44	46	58	108	0	49	17	21	94	13	108	56	41	51	
25	82	33	66	1	70	111	0	14	68	75	94	86	17	21	31	
90	40	67	121	93	110	43	86	0	29	91	102	49	60	51	33	
52	51	91	19	69	59	84	5	5	0	6	18	8	16	112	30	
83	33	68	120	8	10	116	100	120	34	0	121	24	60	99	9	
3	56	85	101	106	111	119	50	45	14	54	0	49	79	72	117	
72	94	119	82	62	62	77	69	8	68	104	63	0	102	101	22	
70	37	11	30	92	95	66	10	17	60	119	61	9	0	49	46	
69	87	56	38	117	110	119	114	107	7	119	114	74	98	0	52	
62	111	10	74	84	80	39	51	50	105	120	66	100	115	63	0	
